Win/No Contest/Draw,Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time
win,Jake Shields,Martin Kampmann,0,0,25,35,4,0,0,3,Welterweight,S-DEC,3,5:00
win,Diego Sanchez,Paulo Thiago,0,0,48,36,2,1,0,4,Welterweight,U-DEC,3,5:00
win,Matt Hamill,Tito Ortiz,0,0,41,37,3,0,0,0,Light Heavyweight,U-DEC,3,5:00
win,Brendan Schaub,Gabriel Gonzaga,1,0,53,37,0,0,0,1,Heavyweight,U-DEC,3,5:00
win,Court McGee,Ryan Jensen,0,1,60,36,2,1,1,0,Middleweight,SUB Arm Triangle,3,1:21
win,Tom Lawlor,Patrick Cote,0,0,49,6,5,0,3,0,Middleweight,U-DEC,3,5:00
win,Daniel Roberts,Mike Guymon,0,0,2,0,1,0,1,0,Welterweight,SUB Anaconda Choke,1,1:13
win,Sam Stout,Paul Taylor,0,0,107,140,1,0,0,0,Lightweight,S-DEC,3,5:00
win,Chris Camozzi,Dongi Yang,0,0,74,51,0,3,0,0,Middleweight,S-DEC,3,5:00
win,Jon Madsen,Gilbert Yvel,0,0,18,0,1,0,0,0,Heavyweight,KO/TKO Punches,1,1:48
win,Michael Bisping,Yoshihiro Akiyama,0,0,118,50,0,0,0,0,Middleweight,U-DEC,3,5:00
win,Carlos Condit,Dan Hardy,1,0,26,9,0,0,0,0,Welterweight,KO/TKO Punch,1,4:27
win,Mike Pyle,John Hathaway,0,0,46,18,5,0,1,0,Welterweight,U-DEC,3,5:00
drawdraw,Cheick Kongo,Travis Browne,0,0,58,22,0,2,0,0,Heavyweight,U-DEC,3,5:00
win,Claude Patrick,James Wilks,0,0,23,12,3,0,0,0,Welterweight,U-DEC,3,5:00
win,Alexander Gustafsson,Cyrille Diabate,1,0,28,11,2,0,3,0,Light Heavyweight,SUB Rear Naked Choke,2,2:41
win,Rob Broughton,Vinicius Queiroz,0,0,67,47,0,5,6,0,Heavyweight,SUB Rear Naked Choke,3,1:43
win,Paul Sass,Mark Holst,0,0,2,3,0,0,4,0,Lightweight,SUB Triangle Choke,1,4:45
win,Spencer Fisher,Curt Warburton,0,0,68,45,1,1,2,2,Lightweight,U-DEC,3,5:00
win,Fabio Maldonado,James McSweeney,1,0,89,49,0,0,2,0,Light Heavyweight,KO/TKO Punches,3,0:48
win,Frank Mir,Mirko Filipovic,1,0,25,19,0,0,0,0,Heavyweight,KO/TKO Knee,3,4:02
win,Ryan Bader,Rogerio Nogueira,0,0,42,28,5,0,0,0,Light Heavyweight,U-DEC,3,5:00
win,Chris Lytle,Matt Serra,0,0,153,124,0,0,0,0,Welterweight,U-DEC,3,5:00
win,Sean Sherk,Evan Dunham,0,0,38,75,5,0,0,7,Lightweight,S-DEC,3,5:00
win,Melvin Guillard,Jeremy Stephens,0,1,73,62,0,0,0,0,Lightweight,S-DEC,3,5:00
win,CB Dollaway,Joe Doerksen,0,0,1,1,0,0,2,0,Middleweight,SUB Guillotine Choke,1,2:13
win,Matt Mitrione,Joey Beltran,0,0,76,52,0,1,0,0,Heavyweight,U-DEC,3,5:00
win,Thiago Tavares,Pat Audinwood,0,0,7,3,2,0,1,0,Lightweight,SUB Guillotine Choke,1,3:47
win,Waylon Lowe,Steve Lopez,0,0,26,23,5,0,0,0,Lightweight,S-DEC,3,5:00
win,TJ Grant,Julio Paulino,0,0,17,12,4,0,1,1,Welterweight,U-DEC,3,5:00
win,Sean McCorkle,Mark Hunt,0,0,0,2,0,1,2,0,Heavyweight,SUB Straight Armbar,1,1:03
win,Nate Marquardt,Rousimar Palhares,0,0,13,1,0,0,1,1,Middleweight,KO/TKO Punches,1,3:28
win,Charles Oliveira,Efrain Escudero,0,0,35,13,2,0,1,0,Lightweight,SUB Rear Naked Choke,3,2:25
win,Jim Miller,Gleison Tibau,0,0,29,23,0,4,2,0,Lightweight,U-DEC,3,5:00
win,Cole Miller,Ross Pearson,1,0,24,26,1,0,1,0,Lightweight,SUB Rear Naked Choke,2,1:49
win,Yves Edwards,John Gunderson,0,0,54,15,1,0,1,2,Lightweight,U-DEC,3,5:00
win,Kyle Kingsbury,Jared Hamman,0,0,79,88,9,0,0,0,Light Heavyweight,U-DEC,3,5:00
win,David Branch,Tomasz Drwal,0,0,15,10,3,0,0,0,Middleweight,U-DEC,3,5:00
win,Rich Attonito,Rafael Natal,1,0,25,28,0,2,0,0,Middleweight,U-DEC,3,5:00
win,TJ Waldburger,David Mitchell,0,0,37,13,6,2,7,6,Welterweight,U-DEC,3,5:00
win,Brian Foster,Forrest Petz,1,0,17,1,0,0,0,0,Welterweight,KO/TKO Punches,1,1:07
win,Frankie Edgar,BJ Penn,0,0,94,36,3,2,0,0,Lightweight,U-DEC,5,5:00
win,Randy Couture,James Toney,0,0,8,0,1,0,2,0,Heavyweight,SUB Arm Triangle,1,3:19
win,Demian Maia,Mario Miranda,0,0,30,14,5,0,1,0,Middleweight,U-DEC,3,5:00
win,Gray Maynard,Kenny Florian,0,0,15,14,5,0,0,0,Lightweight,U-DEC,3,5:00
win,Nate Diaz,Marcus Davis,0,1,94,52,1,1,1,0,Welterweight,SUB Guillotine Choke,3,4:02
win,Joe Lauzon,Gabe Ruediger,0,0,19,1,2,0,1,0,Lightweight,SUB Armbar,1,2:01
win,Nik Lentz,Andre Winner,0,0,23,20,7,0,1,0,Lightweight,U-DEC,3,5:00
win,Dan Miller,John Salter,0,0,23,21,0,2,2,0,Middleweight,SUB Guillotine Choke,2,1:53
win,Greg Soto,Nick Osipczak,0,0,70,29,3,0,1,1,Welterweight,U-DEC,3,5:00
win,Mike Pierce,Amilcar Alves,0,0,31,4,4,0,2,0,Welterweight,SUB Armbar,3,3:11
win,Anderson Silva,Chael Sonnen,0,0,29,89,1,3,3,1,Middleweight,SUB Triangle Armbar,5,3:10
win,Jon Fitch,Thiago Alves,0,0,29,22,9,0,0,0,Welterweight,U-DEC,3,5:00
win,Clay Guida,Rafael Dos Anjos,0,0,19,17,2,1,0,0,Lightweight,SUB Injury,3,1:51
win,Matt Hughes,Ricardo Almeida,1,0,2,10,0,0,1,0,Welterweight,SUB Schultz Front Headlock,1,3:15
win,Junior Dos Santos,Roy Nelson,1,0,130,40,1,0,0,0,Heavyweight,U-DEC,3,5:00
win,Rick Story,Dustin Hazelett,1,0,75,7,3,0,0,2,Welterweight,KO/TKO Punches,2,1:15
win,Phil Davis,Rodney Wallace,0,0,59,2,3,0,0,0,Light Heavyweight,U-DEC,3,5:00
win,Johny Hendricks,Charlie Brenneman,2,0,28,9,0,2,0,0,Welterweight,KO/TKO Punches,2,0:40
win,Tim Boetsch,Todd Brown,0,0,60,28,3,0,1,0,Light Heavyweight,U-DEC,3,5:00
win,Stefan Struve,Christian Morecraft,1,0,11,36,0,1,2,1,Heavyweight,KO/TKO Punch,2,0:22
win,Dennis Hallman,Ben Saunders,0,0,28,30,3,0,0,1,Welterweight,U-DEC,3,5:00
win,Jon Jones,Vladimir Matyushenko,0,0,15,0,1,0,0,0,Light Heavyweight,KO/TKO Elbows,1,1:52
win,Yushin Okami,Mark Munoz,1,1,22,16,1,1,0,0,Middleweight,S-DEC,3,5:00
win,Jake Ellenberger,John Howard,0,0,38,17,5,0,0,1,Welterweight,KO/TKO,3,2:21
win,Takanori Gomi,Tyson Griffin,1,0,5,3,0,0,0,0,Lightweight,KO/TKO Punch,1,1:04
win,Jacob Volkmann,Paul Kelly,0,0,32,24,6,0,2,2,Lightweight,U-DEC,3,5:00
win,Matthew Riddle,DaMarques Johnson,0,0,42,9,3,0,0,0,Welterweight,KO/TKO Punches,2,4:29
win,Igor Pokrajac,James Irvin,0,0,18,11,2,0,1,0,Light Heavyweight,SUB Rear Naked Choke,1,2:29
win,Brian Stann,Mike Massenzio,0,0,43,5,0,5,2,2,Middleweight,SUB Triangle Choke,3,3:10
win,Charles Oliveira,Darren Elkins,0,0,3,0,0,1,2,0,Lightweight,SUB Triangle Armbar,1,0:41
win,Rob Kimmons,Steve Steinbeiss,0,0,38,85,4,0,2,0,Middleweight,U-DEC,3,5:00
win,Brock Lesnar,Shane Carwin,0,1,8,40,1,0,1,0,Heavyweight,SUB Arm Triangle,2,2:19
win,Chris Leben,Yoshihiro Akiyama,0,0,46,27,0,5,4,1,Middleweight,SUB Triangle Choke,3,4:40
win,Chris Lytle,Matt Brown,0,1,19,25,0,1,4,1,Welterweight,SUB Armbar,2,2:02
win,Stephan Bonnar,Krzysztof Soszynski,1,0,48,32,2,0,0,0,Light Heavyweight,KO/TKO Punches,2,3:08
win,George Sotiropoulos,Kurt Pellegrino,1,1,48,39,1,3,0,0,Lightweight,U-DEC,3,5:00
win,Brendan Schaub,Chris Tuchscherer,1,0,10,1,0,0,0,0,Heavyweight,KO/TKO Punch,1,1:07
win,Ricardo Romero,Seth Petruzelli,0,1,19,30,1,0,2,2,Light Heavyweight,SUB Armbar,2,3:05
win,Kendall Grove,Goran Reljic,0,0,28,14,1,3,1,1,Middleweight,S-DEC,3,5:00
win,Gerald Harris,David Branch,0,0,10,20,5,0,0,0,Middleweight,KO/TKO Slam,3,2:35
win,Daniel Roberts,Forrest Petz,0,0,5,21,6,1,2,0,Welterweight,S-DEC,3,5:00
win,Jon Madsen,Karlos Vemola,0,0,37,16,3,0,0,1,Heavyweight,U-DEC,3,5:00
win,Court McGee,Kris McCray,0,0,22,19,5,0,1,0,Middleweight,SUB Rear Naked Choke,2,3:41
win,Matt Hamill,Keith Jardine,0,0,77,65,2,0,0,0,Light Heavyweight,M-DEC,3,5:00
win,Chris Leben,Aaron Simpson,0,0,42,43,0,2,0,1,Middleweight,KO/TKO Punches,2,4:17
win,Dennis Siver,Spencer Fisher,0,0,77,52,0,0,0,0,Lightweight,U-DEC,3,5:00
win,Rich Attonito,Jamie Yager,0,0,24,29,1,0,0,0,Middleweight,KO/TKO Punches,2,4:25
win,John Gunderson,Mark Holst,0,0,31,2,4,1,0,3,Lightweight,U-DEC,3,5:00
win,Brad Tavares,Seth Baczynski,0,0,18,22,3,0,0,3,Middleweight,U-DEC,3,5:00
win,Kyle Noke,Josh Bryant,1,0,50,9,0,0,0,0,Middleweight,KO/TKO Punches,2,3:12
win,Chris Camozzi,James Hammortree,0,0,62,29,0,2,0,1,Middleweight,U-DEC,3,5:00
win,Travis Browne,James McSweeney,1,0,19,6,0,0,1,0,Heavyweight,KO/TKO Punches,1,4:32
win,Rich Franklin,Chuck Liddell,1,0,24,17,0,1,0,0,Light Heavyweight,KO/TKO Punch,1,4:55
win,Mirko Filipovic,Pat Barry,1,2,42,25,0,0,2,0,Heavyweight,SUB Rear Naked Choke,3,4:30
win,Martin Kampmann,Paulo Thiago,0,0,24,13,1,1,3,1,Welterweight,U-DEC,3,5:00
win,Ben Rothwell,Gilbert Yvel,0,0,44,33,5,0,2,2,Heavyweight,U-DEC,3,5:00
win,Carlos Condit,Rory MacDonald,0,0,72,29,0,3,1,0,Welterweight,KO/TKO Punches,3,4:53
win,Evan Dunham,Tyson Griffin,0,0,28,26,3,0,1,1,Lightweight,S-DEC,3,5:00
win,Matt Wiman,Mac Danzig,0,0,4,4,0,1,2,0,Lightweight,SUB Guillotine Choke,1,1:45
win,Mario Miranda,David Loiseau,0,0,42,2,3,0,0,0,Middleweight,KO/TKO Elbows,2,4:07
win,James Wilks,Peter Sobotta,0,0,38,15,1,1,1,2,Welterweight,U-DEC,3,5:00
win,Claude Patrick,Ricardo Funch,0,0,13,5,1,0,2,0,Welterweight,SUB Guillotine Choke,2,1:48
win,Mike Pyle,Jesse Lennox,1,0,49,37,0,1,3,0,Welterweight,SUB Triangle Choke,3,4:44
win,Rashad Evans,Quinton Jackson,0,1,29,17,3,0,0,0,Light Heavyweight,U-DEC,3,5:00
win,Michael Bisping,Dan Miller,0,0,76,50,0,1,0,0,Middleweight,U-DEC,3,5:00
win,Mike Russow,Todd Duffee,1,0,14,51,0,0,0,0,Heavyweight,KO/TKO Punch,3,2:35
win,Rogerio Nogueira,Jason Brilz,0,0,23,18,1,3,1,3,Light Heavyweight,S-DEC,3,5:00
win,John Hathaway,Diego Sanchez,1,0,84,24,0,1,0,0,Welterweight,U-DEC,3,5:00
win,Dong Hyun Kim,Amir Sadollah,0,0,30,10,6,0,0,0,Welterweight,U-DEC,3,5:00
win,Efrain Escudero,Dan Lauzon,1,0,64,17,0,0,0,0,Lightweight,U-DEC,3,5:00
win,Melvin Guillard,Waylon Lowe,1,0,14,1,0,1,0,0,Lightweight,KO/TKO Knee,1,3:28
win,Cyrille Diabate,Luiz Cane,1,1,17,4,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,2:13
win,Aaron Riley,Joe Brammer,0,0,46,37,3,1,0,0,Lightweight,U-DEC,3,5:00
win,Ryan Jensen,Jesse Forbes,0,1,3,3,0,1,1,1,Middleweight,SUB Guillotine Choke,1,1:06
win,Mauricio Rua,Lyoto Machida,1,0,17,9,0,2,0,0,Light Heavyweight,KO/TKO Punches,1,3:35
win,Josh Koscheck,Paul Daley,0,0,19,11,4,0,1,0,Welterweight,U-DEC,3,5:00
win,Jeremy Stephens,Sam Stout,1,1,55,70,3,0,0,1,Lightweight,S-DEC,3,5:00
win,Matt Mitrione,Kevin Ferguson,0,0,44,5,0,2,4,0,Heavyweight,KO/TKO Punches,2,4:24
win,Alan Belcher,Patrick Cote,0,0,27,22,1,2,1,1,Middleweight,SUB Rear Naked Choke,2,3:25
win,Joe Doerksen,Tom Lawlor,0,1,44,42,0,0,1,0,Middleweight,SUB Rear Naked Choke,2,2:10
win,Marcus Davis,Jonathan Goulet,2,0,11,5,0,4,1,0,Welterweight,KO/TKO Punches,2,1:23
win,Johny Hendricks,TJ Grant,0,0,53,67,8,0,0,0,Welterweight,M-DEC,3,5:00
win,Joey Beltran,Tim Hague,0,0,97,60,0,2,0,0,Heavyweight,U-DEC,3,5:00
win,Mike Guymon,Yoshiyuki Yoshida,0,0,59,7,3,1,2,2,Welterweight,U-DEC,3,5:00
win,John Salter,Jason MacDonald,0,0,3,5,1,0,0,0,Middleweight,KO/TKO,1,2:42
win,Anderson Silva,Demian Maia,1,0,61,10,0,0,0,0,Middleweight,U-DEC,5,5:00
win,Frankie Edgar,BJ Penn,0,0,61,71,1,0,0,0,Lightweight,U-DEC,5,5:00
win,Matt Hughes,Renzo Gracie,2,0,70,34,0,0,0,0,Welterweight,KO/TKO Punches,3,4:40
win,Rafael Dos Anjos,Terry Etim,0,0,25,7,2,0,1,1,Lightweight,SUB Armbar,2,4:30
win,Mark Munoz,Kendall Grove,0,1,25,9,1,0,0,3,Middleweight,KO/TKO Punches,2,2:50
win,Phil Davis,Alexander Gustafsson,0,0,14,0,1,0,1,0,Light Heavyweight,SUB Anaconda Choke,1,4:55
win,Rick Story,Nick Osipczak,0,0,31,28,3,2,1,1,Welterweight,S-DEC,3,5:00
win,DaMarques Johnson,Brad Blackburn,1,0,34,59,0,4,1,2,Welterweight,KO/TKO Kick,3,2:08
win,Paul Kelly,Matt Veach,0,0,47,4,0,1,3,2,Lightweight,SUB Guillotine Choke,2,3:41
win,Jon Madsen,Mostapha Al-Turk,0,0,32,20,1,0,0,0,Heavyweight,U-DEC,3,5:00
win,Kenny Florian,Takanori Gomi,0,0,51,20,1,0,1,0,Lightweight,SUB Rear Naked Choke,3,2:52
win,Roy Nelson,Stefan Struve,1,0,9,2,0,0,0,0,Heavyweight,KO/TKO Punch,1,0:39
win,Jorge Rivera,Nate Quarry,3,0,29,19,0,0,0,0,Middleweight,KO/TKO Punches,2,0:29
win,Ross Pearson,Dennis Siver,0,0,54,39,1,2,0,0,Lightweight,U-DEC,3,5:00
win,Andre Winner,Rafaello Oliveira,0,0,61,52,0,0,0,0,Lightweight,U-DEC,3,5:00
win,Jacob Volkmann,Ronys Torres,0,0,24,20,5,3,0,0,Lightweight,S-DEC,3,5:00
win,Nik Lentz,Rob Emerson,0,1,46,24,4,0,1,1,Lightweight,U-DEC,3,5:00
win,Gleison Tibau,Caol Uno,1,0,22,6,1,0,0,0,Lightweight,KO/TKO Punches,1,4:13
win,Yushin Okami,Lucio Linhares,1,0,50,8,0,0,0,0,Middleweight,KO/TKO,2,2:47
win,Gerald Harris,Mario Miranda,2,1,17,16,0,0,0,0,Middleweight,KO/TKO Punches,1,4:49
win,Charlie Brenneman,Jason High,0,0,33,12,6,0,0,3,Welterweight,U-DEC,3,5:00
win,Georges St-Pierre,Dan Hardy,0,0,59,4,11,0,6,0,Welterweight,U-DEC,5,5:00
win,Shane Carwin,Frank Mir,1,0,49,3,0,0,0,0,Heavyweight,KO/TKO Punches,1,3:48
win,Kurt Pellegrino,Fabricio Camoes,0,0,16,8,1,1,2,2,Lightweight,SUB Rear Naked Choke,2,4:20
win,Jon Fitch,Ben Saunders,0,0,72,17,2,0,0,0,Welterweight,U-DEC,3,5:00
win,Jim Miller,Mark Bocek,0,0,23,17,1,4,3,1,Lightweight,U-DEC,3,5:00
win,Nate Diaz,Rory Markham,1,0,34,3,0,0,0,0,Welterweight,KO/TKO Punches,1,2:47
win,Ricardo Almeida,Matt Brown,0,0,15,6,5,0,1,0,Welterweight,SUB Rear Naked Choke,2,3:30
win,Rousimar Palhares,Tomasz Drwal,0,0,0,0,0,0,1,0,Middleweight,SUB Heel Hook,1,0:45
win,Jared Hamman,Rodney Wallace,1,0,60,34,2,11,0,1,Light Heavyweight,U-DEC,3,5:00
win,Matthew Riddle,Greg Soto,0,0,47,21,4,0,0,0,Welterweight,DQ,3,1:30
win,Jon Jones,Brandon Vera,0,0,11,5,2,0,0,0,Light Heavyweight,KO/TKO Elbow,1,3:19
win,Junior Dos Santos,Gabriel Gonzaga,1,0,20,9,0,1,0,0,Heavyweight,KO/TKO Punches,1,3:53
win,Cheick Kongo,Paul Buentello,0,0,53,3,9,0,0,0,Heavyweight,KO/TKO Elbows,3,1:16
win,Alessio Sakara,James Irvin,1,0,13,6,0,0,0,0,Middleweight,KO/TKO,1,3:01
win,Clay Guida,Shannon Gugerty,0,0,14,1,2,0,1,3,Lightweight,SUB Arm Triangle,2,3:40
win,Vladimir Matyushenko,Eliot Marshall,0,0,28,19,2,0,0,0,Light Heavyweight,S-DEC,3,5:00
win,Darren Elkins,Duane Ludwig,0,0,0,1,1,0,0,0,Lightweight,KO/TKO,1,0:44
win,John Howard,Daniel Roberts,0,0,6,7,1,1,0,1,Welterweight,KO/TKO Punch,1,2:01
win,Brendan Schaub,Chase Gormley,1,0,25,2,0,0,0,0,Heavyweight,KO/TKO Punches,1,0:47
win,Mike Pierce,Julio Paulino,0,0,39,17,6,0,0,0,Welterweight,U-DEC,3,5:00
win,Jason Brilz,Eric Schafer,0,0,70,27,3,2,1,1,Light Heavyweight,U-DEC,3,5:00
win,Cain Velasquez,Antonio Rodrigo Nogueira,1,0,23,3,0,0,0,0,Heavyweight,KO/TKO Punch,1,2:20
win,Wanderlei Silva,Michael Bisping,1,0,42,32,1,5,1,0,Middleweight,U-DEC,3,5:00
win,George Sotiropoulos,Joe Stevenson,0,0,20,7,2,3,3,2,Lightweight,U-DEC,3,5:00
win,Ryan Bader,Keith Jardine,1,0,29,15,3,0,0,0,Light Heavyweight,KO/TKO Punch,3,2:10
win,Mirko Filipovic,Anthony Perosh,0,0,29,9,0,0,1,0,Heavyweight,KO/TKO,2,5:00
win,Krzysztof Soszynski,Stephan Bonnar,0,0,48,36,0,2,0,0,Light Heavyweight,KO/TKO,3,1:04
win,Chris Lytle,Brian Foster,0,0,2,5,0,1,1,0,Welterweight,SUB Kneebar,1,1:41
win,CB Dollaway,Goran Reljic,0,0,25,20,5,1,1,3,Middleweight,U-DEC,3,5:00
win,James Te Huna,Igor Pokrajac,0,2,22,25,5,2,1,0,Light Heavyweight,KO/TKO Punches,3,3:26
win,Randy Couture,Mark Coleman,0,0,44,10,1,0,1,0,Light Heavyweight,SUB Rear Naked Choke,2,1:09
win,Chael Sonnen,Nate Marquardt,0,0,39,11,6,0,0,2,Middleweight,U-DEC,3,5:00
win,Paulo Thiago,Mike Swick,1,0,9,7,0,1,1,0,Welterweight,SUB D'Arce Choke,2,1:54
win,Demian Maia,Dan Miller,0,0,30,20,4,0,0,0,Middleweight,U-DEC,3,5:00
win,Matt Serra,Frank Trigg,1,0,12,6,0,0,0,0,Welterweight,KO/TKO Punch,1,2:23
win,Mac Danzig,Justin Buchholz,0,0,62,30,3,0,0,1,Lightweight,U-DEC,3,5:00
win,Melvin Guillard,Ronys Torres,0,0,34,6,0,5,0,1,Lightweight,U-DEC,3,5:00
win,Rob Emerson,Phillipe Nover,0,0,26,19,7,0,0,2,Lightweight,U-DEC,3,5:00
win,Phil Davis,Brian Stann,0,0,48,5,3,0,1,0,Light Heavyweight,U-DEC,3,5:00
win,Chris Tuchscherer,Tim Hague,0,0,24,34,1,1,1,1,Heavyweight,M-DEC,3,5:00
win,Joey Beltran,Rolles Gracie,0,0,22,15,0,1,0,0,Heavyweight,KO/TKO Punches,2,1:31
win,Gray Maynard,Nate Diaz,0,0,41,70,0,0,0,0,Lightweight,S-DEC,3,5:00
win,Evan Dunham,Efrain Escudero,0,1,22,26,3,0,1,2,Lightweight,SUB Armbar,3,1:59
win,Aaron Simpson,Tom Lawlor,0,0,36,52,2,1,0,2,Middleweight,S-DEC,3,5:00
win,Amir Sadollah,Brad Blackburn,0,0,87,37,2,0,0,0,Welterweight,U-DEC,3,5:00
win,Chris Leben,Jay Silva,0,0,60,15,2,0,2,0,Middleweight,U-DEC,3,5:00
win,Rick Story,Jesse Lennox,0,0,47,22,2,1,1,1,Welterweight,S-DEC,3,5:00
drawdraw,Thiago Tavares,Nik Lentz,0,0,55,71,1,4,1,1,Lightweight,M-DEC,3,5:00
win,Rory MacDonald,Mike Guymon,0,0,8,6,2,0,2,0,Welterweight,SUB Armbar,1,4:27
win,Rafael Dos Anjos,Kyle Bradley,0,0,42,21,5,0,2,0,Lightweight,U-DEC,3,5:00
win,Gerald Harris,John Salter,0,0,21,7,1,1,0,0,Middleweight,KO/TKO Punches,3,3:24
win,Nick Catone,Jesse Forbes,0,0,32,32,2,0,0,0,Middleweight,S-DEC,3,5:00
win,Rashad Evans,Thiago Silva,0,0,12,31,8,0,0,0,Light Heavyweight,U-DEC,3,5:00
win,Paul Daley,Dustin Hazelett,1,0,8,4,0,0,0,0,Welterweight,KO/TKO Punch,1,2:24
win,Sam Stout,Joe Lauzon,0,0,94,26,0,4,0,2,Lightweight,U-DEC,3,5:00
win,Jim Miller,Duane Ludwig,1,0,6,2,0,0,1,0,Lightweight,SUB Armbar,1,2:31
win,Junior Dos Santos,Gilbert Yvel,1,0,14,3,0,0,0,0,Heavyweight,KO/TKO Punch,1,2:07
win,Martin Kampmann,Jacob Volkmann,1,0,14,13,0,0,1,0,Welterweight,SUB Guillotine Choke,1,4:03
win,Cole Miller,Dan Lauzon,0,1,15,10,0,1,1,0,Lightweight,SUB Inverted Triangle,1,3:05
win,Mark Munoz,Ryan Jensen,0,0,16,9,1,0,0,1,Middleweight,KO/TKO Punches,1,2:30
win,Jake Ellenberger,Mike Pyle,1,0,15,5,2,0,0,1,Welterweight,KO/TKO Punch,2,0:22
win,Rafaello Oliveira,John Gunderson,0,0,21,1,6,1,4,4,Lightweight,U-DEC,3,5:00
win,BJ Penn,Diego Sanchez,0,0,70,8,0,0,0,0,Lightweight,KO/TKO,5,2:37
win,Frank Mir,Cheick Kongo,1,0,2,0,0,0,1,0,Heavyweight,SUB Guillotine Choke,1,1:12
win,Jon Fitch,Mike Pierce,0,0,55,54,4,1,0,0,Welterweight,U-DEC,3,5:00
win,Kenny Florian,Clay Guida,1,0,22,13,1,0,1,0,Lightweight,SUB Rear Naked Choke,2,2:19
win,Stefan Struve,Paul Buentello,0,1,54,37,1,0,2,0,Heavyweight,M-DEC,3,5:00
win,Alan Belcher,Wilson Gouveia,1,0,21,29,0,0,0,0,Catch Weight,KO/TKO Punches,1,3:03
win,Matt Wiman,Shane Nelson,0,0,55,20,2,1,0,3,Lightweight,U-DEC,3,5:00
win,Johny Hendricks,Ricardo Funch,0,0,49,16,7,1,4,0,Welterweight,U-DEC,3,5:00
win,Rousimar Palhares,Lucio Linhares,0,0,6,8,1,2,3,2,Middleweight,SUB Heel Hook,2,3:21
win,DaMarques Johnson,Edgar Garcia,0,0,10,17,0,1,1,1,Welterweight,SUB Triangle Choke,1,4:03
win,TJ Grant,Kevin Burns,1,1,28,14,1,0,0,0,Welterweight,KO/TKO Punch,1,4:57
win,Roy Nelson,Brendan Schaub,1,0,8,12,1,0,0,0,Heavyweight,KO/TKO Punch,1,3:45
win,Matt Hamill,Jon Jones,0,0,5,44,0,1,0,0,Light Heavyweight,DQ,1,4:14
win,Kevin Ferguson,Houston Alexander,0,0,27,43,4,0,1,0,Catch Weight,U-DEC,3,5:00
win,Frankie Edgar,Matt Veach,0,0,25,7,0,3,1,0,Lightweight,SUB Rear Naked Choke,2,2:20
win,Matt Mitrione,Marcus Jones,1,0,14,10,0,3,0,1,Heavyweight,KO/TKO Punches,2,0:10
win,James McSweeney,Darrill Schoonover,0,0,58,16,1,0,2,1,Heavyweight,KO/TKO Knee,3,3:20
win,Jon Madsen,Justin Wren,0,0,26,17,0,0,0,0,Heavyweight,S-DEC,3,5:00
win,Brian Stann,Rodney Wallace,0,0,36,15,0,7,0,2,Light Heavyweight,U-DEC,3,5:00
win,John Howard,Dennis Hallman,1,0,14,8,2,2,0,2,Welterweight,KO/TKO Punches,3,4:55
win,Mark Bocek,Joe Brammer,0,0,6,3,2,0,1,0,Lightweight,SUB Rear Naked Choke,1,3:36
win,Forrest Griffin,Tito Ortiz,0,0,70,24,0,3,0,0,Light Heavyweight,S-DEC,3,5:00
win,Josh Koscheck,Anthony Johnson,0,0,19,16,2,0,1,0,Welterweight,SUB Rear Naked Choke,2,4:47
win,Paulo Thiago,Jacob Volkmann,2,0,34,16,2,1,0,1,Welterweight,U-DEC,3,5:00
win,Rogerio Nogueira,Luiz Cane,1,0,14,3,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,1:56
win,Amir Sadollah,Phil Baroni,0,0,134,51,0,1,0,0,Welterweight,U-DEC,3,5:00
win,Ben Saunders,Marcus Davis,0,0,22,8,0,0,0,0,Welterweight,KO/TKO Knee,1,3:24
win,Kendall Grove,Jake Rosholt,0,0,3,5,1,3,1,1,Middleweight,SUB Triangle Choke,1,3:59
win,Brian Foster,Brock Larson,0,0,28,6,2,1,0,1,Welterweight,KO/TKO Punches,2,3:25
drawdraw,Caol Uno,Fabricio Camoes,0,0,28,22,2,5,0,2,Lightweight,M-DEC,3,5:00
win,George Sotiropoulos,Jason Dent,0,0,33,25,3,0,2,0,Lightweight,SUB Armbar,2,4:36
win,Randy Couture,Brandon Vera,0,1,39,27,1,1,0,0,Light Heavyweight,U-DEC,3,5:00
win,Dan Hardy,Mike Swick,0,0,55,38,1,0,0,1,Welterweight,U-DEC,3,5:00
win,Michael Bisping,Denis Kang,0,1,29,11,3,0,1,0,Middleweight,KO/TKO Punches,2,4:24
win,Matt Brown,James Wilks,1,0,45,19,0,1,3,3,Welterweight,KO/TKO Punches,3,2:27
win,Ross Pearson,Aaron Riley,0,0,59,15,0,0,0,0,Lightweight,KO/TKO,2,4:38
win,John Hathaway,Paul Taylor,0,0,80,5,5,0,0,1,Welterweight,U-DEC,3,5:00
win,Terry Etim,Shannon Gugerty,0,0,17,11,0,1,1,0,Lightweight,SUB Guillotine Choke,2,1:24
win,Nick Osipczak,Matthew Riddle,0,0,46,28,0,4,1,0,Welterweight,KO/TKO Punches,3,3:53
win,Dennis Siver,Paul Kelly,2,0,38,12,0,1,0,0,Lightweight,KO/TKO Punches,2,2:53
